date,recapture,LU,species,sex,wing photo,Bm (g),FA (mm),tailL (mm),earL (mm),HF (mm),TL (mm),Wing area cm2,Wingspan (cm),Wing loading,Aspect ratio
16/01/2016,0.00,LU2,Artibeus lituratus,F,NA,NA,67.46,0,23,40.5,93.66,NA,NA,NA,NA
16/01/2016,0.00,LU2,Artibeus lituratus,F,NA,63.5,NA,NA,21,41,84,NA,NA,NA,NA
16/01/2016,0.00,LU2,Artibeus planirostris,M,NA,45.5,63,0,19,38,79,NA,NA,NA,NA
16/01/2016,0.00,LU2,Artibeus planirostris,F,NA,51.5,64.3,0,17.2,40.1,79.9,NA,NA,NA,NA
16/01/2016,0.00,LU2,Artibeus planirostris,M,NA,30,62.9,0,17.9,36.6,69.2,NA,NA,NA,NA
16/01/2016,0.00,LU2,Carollia perspicillata,F,NA,24,43.4,10,15.7,32.3,75.8,NA,NA,NA,NA
16/01/2016,0.00,LU2,Carollia perspicillata,F,NA,20,44.3,9,17,32.6,75.7,NA,NA,NA,NA
16/01/2016,0.00,LU2,Carollia perspicillata,M,NA,17,41,7,16,24,63.2,NA,NA,NA,NA
16/01/2016,0.00,LU2,Carollia perspicillata,F,NA,18,41.2,10,19,31.5,66.5,NA,NA,NA,NA
16/01/2016,0.00,LU2,Phyllostomus discolor,M,NA,44,65,10,18,37,98,NA,NA,NA,NA
16/01/2016,0.00,LU2,Phyllostomus discolor,F,NA,NA,64.82,19,18,36,92.72,NA,NA,NA,NA
16/01/2016,0.00,LU2,Phyllostomus discolor,F,NA,35,62.3,11,16.1,37.2,85.7,NA,NA,NA,NA
16/01/2016,0.00,LU2,Phyllostomus discolor,F,NA,39,62.2,11,21,37,92.2,NA,NA,NA,NA
21/01/2016,0.00,LU3,Artibeus lituratus,F,224344668,81,72.74,0,21,47.46,85.88,446.182,53.558,1.780910032229,6.42889978528941
21/01/2016,0.00,LU3,Artibeus planirostris,F,240718515,45,69.38,0,15.88,44.16,82.04,326.77,42.478,1.35095020962757,5.52186701349573
21/01/2016,0.00,LU3,Carollia castanea,F,242924170,14,35.56,4,13,25.58,54.32,129,27.44,1.0646511627907,5.8368496124031
21/01/2016,0.00,LU3,Carollia castanea,M,11616309,13,36.1,8,13,26.28,63.28,126.196,27.086,1.01057085803037,5.81358676978668
21/01/2016,0.00,LU3,Carollia perspicillata,F,192106189,16,41.02,11,16,30.09,65.1,164.286,30.294,0.955407034074723,5.58615119973704
21/01/2016,0.00,LU3,Carollia perspicillata,M,235650179,NA,42.3,8,14,32.3,69.4,162.836,30.644,NA,5.7668742538505
21/01/2016,0.00,LU3,Carollia perspicillata,NA,244925339,NA,45.52,10,13,33.34,128,151.902,28.6,NA,5.38478756040079
21/01/2016,0.00,LU3,Carollia perspicillata,F,10654823,24,41.6,9,19,31.2,68.96,148.812,28.32,1.58213047334892,5.38950084670591
21/01/2016,0.00,LU3,Carollia perspicillata,M,241645848,26,41.58,13,17,32.86,67.71,178.87,31.206,1.42595180857606,5.44425804215352
21/01/2016,0.00,LU3,Carollia perspicillata,M,12451494,17,41.2,8,16,28.12,59.72,149.05,29.22,1.11888627977189,5.72833545790003
21/01/2016,0.00,LU3,Carollia perspicillata,M,232121066,NA,40.12,6,15,29.48,62.32,139.242,26.734,NA,5.1328389135462
21/01/2016,0.00,LU3,Desmodus rotundus,M,.085559915,30,59.3,0,21,41,79.58,137.836,31.596,2.1351461156737,7.24271754839084
21/01/2016,0.00,LU3,Desmodus rotundus,M,.090242420,25,59.1,0,19,41,70.2,144.112,32.46,1.70180137670701,7.31133840346397
21/01/2016,0.00,LU3,Desmodus rotundus,F,.090708419,32,62.22,0,18,43,74.12,181.388,38.224,1.73065472908902,8.05496601759764
23/01/2016,0.00,LU4,Artibeus planirostris,M,NA,36,66.4,0,20,38.66,78.12,NA,NA,NA,NA
23/01/2016,0.00,LU4,Artibeus planirostris,F,NA,59,68.07,0,15.04,48.67,80,NA,NA,NA,NA
23/01/2016,0.00,LU4,Artibeus planirostris,F,8403,57,66.6,0,17,40.6,80.4,352.04,48.24,1.58837063970003,6.61032155436882
23/01/2016,0.00,LU4,Artibeus planirostris,F,9475,50.5,61.27,0,13.85,36.72,86.9,260.6,40.6,1.90101688411358,6.32524942440522
23/01/2016,0.00,LU4,Artibeus planirostris,F,.0075,63,66.15,0,16.91,43.2,88.9,343.6,46.4,1.79869033760186,6.26589057043073
23/01/2016,0.00,LU4,Artibeus planirostris,F,6953,51.5,61.38,0,18.4,37.42,81.9,310.8,45.2,1.62553088803089,6.57348777348777
23/01/2016,0.00,LU4,Artibeus planirostris,M,3605,56,66.72,0,17,38.96,77.44,343.8,46.6,1.5979057591623,6.31634671320535
23/01/2016,0.00,LU4,Artibeus planirostris,F,9169,47,60.1,0,17,37,84.05,290.4,43,1.58770661157025,6.36707988980716
23/01/2016,0.00,LU4,Artibeus planirostris,M,6559,48,62.93,0,18.28,38.94,79,292.8,43.6,1.60819672131148,6.49234972677596
23/01/2016,0.00,LU4,Artibeus planirostris,M,5917-8771,54,62.8,0,16,40.92,77.42,314.6,45.8,1.68385251112524,6.66764144945963
23/01/2016,0.00,LU4,Artibeus planirostris,F,2940,57,67.98,0,18.13,40.63,87.83,324.8,43.8,1.72158251231527,5.90652709359606
23/01/2016,0.00,LU4,Artibeus planirostris,F,4417,58,69.46,0,22.77,43.9,88.07,363.6,48.6,1.56485148514852,6.4960396039604
23/01/2016,0.00,LU4,Carollia perspicillata,M,8381,17,40.69,9.82,15.44,29.94,65.24,165.366,32.862,1.00849025797322,6.5304297376728
23/01/2016,0.00,LU4,Carollia perspicillata,M,NA,18,41.12,10.75,16.5,30.33,68.83,NA,NA,NA,NA
23/01/2016,0.00,LU4,Carollia perspicillata,F,1692,19,40.84,8.69,18.17,30.89,63.2,153.8,29.8,1.21189856957087,5.7739921976593
23/01/2016,0.00,LU4,Carollia perspicillata,M,NA,16,42.11,15.24,15.24,30.23,56.36,NA,NA,NA,NA
23/01/2016,0.00,LU4,Carollia perspicillata,M,8615,13,40.8,9.73,17.95,29.83,62.67,166.8,32.4,0.764568345323741,6.29352517985612
23/01/2016,0.00,LU4,Gardnerycteris crenulatum,F,6969,16,47.97,21.54,22.85,30.9,79.24,153.8,33,1.02054616384915,7.08062418725618
23/01/2016,0.00,LU4,Gardnerycteris crenulatum,M,3450,13,51.71,23.26,21.55,35.1,80.2,204.8,35.6,0.622705078125,6.18828125
23/01/2016,0.00,LU4,Gardnerycteris crenulatum,M,5094,15,53.08,22.27,24.38,34.8,81.44,215.4,37.4,0.683147632311978,6.49377901578459
23/01/2016,0.00,LU4,Phyllostomus discolor,F,7225,36,58.76,16.8,20.7,33.5,89.27,238.8,39,1.47889447236181,6.36934673366834
23/01/2016,0.00,LU4,Phyllostomus discolor,M,8547,31,57.08,10.11,21.1,31.11,81.53,261.2,40.8,1.16428024502297,6.37304747320061
23/01/2016,0.00,LU4,Phyllostomus discolor,F,9508,33,60.17,5,10.4,35.02,81.2,237.2,41.2,1.3647976391231,7.15615514333896
23/01/2016,0.00,LU4,Sturnira lillium,M,2234,14,47.47,0,21,33.7,61,148.44,31.6,0.925222312045271,6.72702775532202
23/01/2016,0.00,LU4,Sturnira lillium,M,9243,19.5,40.78,0,14.64,27.4,59.99,141.02,30.8,1.35650971493405,6.72698907956318
23/01/2016,0.00,LU4,Sturnira lillium,F,.0320,16,35.72,0,12,26.18,58.38,133.6,30.6,1.1748502994012,7.00868263473054
23/01/2016,0.00,LU4,Sturnira lillium,NA,7758,NA,NA,NA,NA,NA,NA,159.48,33.4,NA,6.9949836970153
23/01/2016,0.00,LU4,Sturnira lillium,M,NA,21,45.68,0,10,30.64,65.34,NA,NA,NA,NA
23/01/2016,0.00,LU4,Sturnira lillium,F,NA,21,42.08,0,14.8,28.44,62.8,NA,NA,NA,NA
23/01/2016,0.00,LU4,Sturnira lillium,M,1731,18,41.64,0,13.91,27,59.38,140.72,29.8,1.25483229107447,6.31068789084707
23/01/2016,0.00,LU4,Uroderma bilobatum,M,.0181,16,42.11,0,15.92,26.03,54.34,168,32.8,0.934285714285714,6.40380952380952
25/01/2016,0.00,LU1,Artibeus lituratus,F,223724459,53,67.4,0,18,40.06,79.7,277.6,38.4,1.87294668587896,5.31181556195965
25/01/2016,0.00,LU1,Artibeus lituratus,M,224350899,26,59.53,0,16,37.95,62.82,NA,NA,NA,NA
25/01/2016,0.00,LU1,Artibeus planirostris,NA,225634187,48,60.96,0,15,37.94,72.55,247.8,40.8,1.90024213075061,6.71767554479419
25/01/2016,0.00,LU1,Artibeus planirostris,M,234710895,53,65.5,0,17,38.49,71.96,318.8,45.2,1.63089711417817,6.40853199498118
25/01/2016,0.00,LU1,Artibeus planirostris,M,232415329,55,64.34,0,    ,41.7,80.88,269.6,42.2,2.00129821958457,6.60548961424332
25/01/2016,0.00,LU1,Artibeus planirostris,M,234057282,56,68.12,0,18,38.06,92.22,302.6,43.8,1.81546596166557,6.3398545935228
25/01/2016,0.00,LU1,Artibeus planirostris,M,240459102,49.5,66.96,0,17,39.88,84,293.2,43.8,1.65619031377899,6.5431105047749
25/01/2016,0.00,LU1,Carollia perspicillata,F,184201863,16,42.34,14,16,31.94,65.4,143,27.2,1.09762237762238,5.17370629370629
25/01/2016,0.00,LU1,Carollia perspicillata,F,221600757,20,44.36,8,16,29.9,68.12,154.4,30.3,1.27072538860104,5.94617875647668
25/01/2016,0.00,LU1,Carollia perspicillata,M,230024224,16,41.2,9,15,30.74,62.4,144.4,29.6,1.08698060941828,6.06759002770083
25/01/2016,0.00,LU1,Glossophaga soricina,F,231418334,10,33.68,7,10,20.83,50.71,93.4,25.2,1.05032119914347,6.79914346895075
28/01/2016,0.00,LU2,Artibeus lituratus,F,242904546,66.8,70.68,0,21,41.68,90.66,359,47.32,1.8253704735376,6.23727688022284
28/01/2016,0.00,LU2,Artibeus planirostris,NA,230417550,59.8,66.42,0,18,38.12,83.5,321.4,45.4,1.82525824517735,6.4130678282514
28/01/2016,0.00,LU2,Artibeus planirostris,F,240859123,49.3,64.94,0,18,36.06,82.72,285.4,42.4,1.69457953749124,6.29908899789769
28/01/2016,0.00,LU2,Artibeus planirostris,NA,243121542,44,69.85,0,20,35.12,77.04,285.6,42.4,1.51134453781513,6.29467787114846
28/01/2016,1.00,LU2,Carollia perspicillata,F,222756141,20.5,43.68,8,17,29.32,65.82,123,26.6,1.635,5.75252032520325
28/01/2016,0.00,LU2,Carollia perspicillata,F,232222444,18.6,42.7,9,17,29.94,60.86,171.6,32.2,1.06332167832168,6.04219114219114
28/01/2016,0.00,LU2,Carollia perspicillata,F,235157515,18.8,40.78,8,18,30,61.12,150.1,31,1.22870086608927,6.40239840106596
28/01/2016,0.00,LU2,Carollia perspicillata,F,225557121,NA,40.18,7,17,26.69,60.42,164.4,32,NA,6.2287104622871
28/01/2016,0.00,LU2,Carollia perspicillata,F,NA,14,39.36,NA,17,26.64,58.93,NA,NA,NA,NA
28/01/2016,0.00,LU2,Carollia perspicillata,NA,12243168,20.4,41.91,5,15,27.41,64.24,141.2,31.2,1.41730878186969,6.89405099150142
28/01/2016,0.00,LU2,Carollia perspicillata,F,11119684,18.8,42.92,7.5,18,32.46,62.38,156.4,30.8,1.17920716112532,6.06547314578005
28/01/2016,0.00,LU2,Carollia perspicillata,NA,234609922,20,41.98,5,20,25.41,61.36,162.6,32.4,1.20664206642066,6.45608856088561
28/01/2016,0.00,LU2,Carollia perspicillata,F,245820685,15,41.57,5,15,28.08,57.54,145,31.2,1.0148275862069,6.71337931034483
28/01/2016,0.00,LU2,Phyllostomus discolor,M,244923622,47.5,67.8,6.5,19,40.44,91.6,249.8,40.6,1.86539231385108,6.59871897518014
28/01/2016,0.00,LU2,Phyllostomus discolor,M,12843054,38.3,65.62,8,21,34.84,97.34,228.1,42.4,1.64718544498027,7.88145550197282
28/01/2016,0.00,LU2,Phyllostomus discolor,F,223348435,36,62.08,10,20,38.74,86.97,251.6,43,1.40365659777425,7.3489666136725
28/01/2016,0.00,LU2,Phyllostomus discolor,NA,13518353,44.4,63.24,7,17,34.06,90.06,NA,NA,NA,NA
05/03/2016,0.00,LU4,Artibeus lituratus,M,10453747,70.7,68.3,0,22.4,41.9,86.4,407.2,51.4,1.70325884086444,6.48811394891945
05/03/2016,0.00,LU4,Artibeus lituratus,M,NA,63.9,70.16,0,22,44.6,94.84,NA,NA,NA,NA
05/03/2016,0.00,LU4,Artibeus lituratus,M,41112390,61.8,71.3,0,21.9,43.1,86.2,406.8,46.1,1.49030973451327,5.2242133726647
05/03/2016,0.00,LU4,Artibeus lituratus,F,52433437,60.2,66.9,0,19.4,41.5,93.2,344.8,47.2,1.71276682134571,6.46125290023202
05/03/2016,0.00,LU4,Artibeus planirostris,M,244002081,58.6,69,0,20.03,39.5,79.9,364.2,47.2,1.57843492586491,6.11707852828117
05/03/2016,0.00,LU4,Artibeus planirostris,F,11454162,55.8,66.56,0,11.5,37.4,83,331.8,45.6,1.64978300180832,6.26690777576854
05/03/2016,0.00,LU4,Artibeus planirostris,F,245706850,58.8,64.6,0,17,39.68,84.8,303.4,42.4,1.90121292023731,5.92537903757416
05/03/2016,0.00,LU4,Artibeus planirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/03/2016,0.00,LU4,Artibeus planirostris,F,40915155,43.7,64.86,0,19.5,36.14,78.02,291.8,44.2,1.46914667580535,6.69513365318712
05/03/2016,0.00,LU4,Artibeus planirostris,F,42015967,57.5,66.74,0,16.5,41.44,84,304.06,42.4,1.85514372163389,5.91251726632901
05/03/2016,0.00,LU4,Artibeus planirostris,F,45133176,44.1,55.48,0,17.5,38.84,87.9,316.2,46.2,1.36818785578748,6.75028462998103
05/03/2016,0.00,LU4,Artibeus planirostris,M,52038034,47.8,63.41,0,17.5,38.22,84.76,309.8,45.4,1.51361523563589,6.65319561007101
05/03/2016,0.00,LU4,Artibeus planirostris,M,13153887,48.4,65.9,0,18.9,31.5,78.1,323.4,46.4,1.46816326530612,6.65726654298083
05/03/2016,0.00,LU4,Artibeus planirostris,M,43227608,46.5,65.4,0,17.9,38.1,84.4,291.8,43.6,1.5632796435915,6.51459904043866
05/03/2016,0.00,LU4,Artibeus planirostris,M,45411649,49.3,64.9,0,18.3,38.1,82.6,295.4,45.2,1.63721394719025,6.91618144888287
05/03/2016,0.00,LU4,Carollia perspicillata,F,14331834,11.5,43.74,7,16,28.86,62.52,NA,NA,NA,NA
05/03/2016,0.00,LU4,Carollia perspicillata,F,243644524,15.8,42.5,11.1,15.1,31.9,66.9,162.8,30.2,0.952076167076167,5.6022113022113
05/03/2016,0.00,LU4,Carollia perspicillata,M,10101146,8.9,38.9,6.3,14.8,27.8,50.7,125.2,28.2,0.697356230031949,6.3517571884984
05/03/2016,0.00,LU4,Carollia perspicillata,F,24509629,16.2,41.22,10.5,16,31.18,70.26,163.4,31.4,0.972594859241126,6.03402692778458
05/03/2016,0.00,LU4,Carollia perspicillata,F,30253173,17.2,43.44,11,20.5,35.36,66.12,160.8,30.2,1.04932835820896,5.67189054726368
05/03/2016,0.00,LU4,Carollia perspicillata,F,30130910,18.2,40.7,8.4,16.8,27.6,65.1,148.8,30.6,1.19987903225806,6.29274193548387
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,20002662,16.2,49.16,25,25,32.24,68.62,215.6,37.8,0.737115027829314,6.62727272727273
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,22214974,16,49.78,21,25.5,32.38,83.44,169,33.4,0.928757396449704,6.60094674556213
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,31343415,16.13,47.92,20.5,24.5,32.7,82.12,193.4,35.2,0.818176318510858,6.40661840744571
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,33531253,12.7,49.06,24.5,23.5,32.12,59.8,210.8,37,0.591019924098672,6.49430740037951
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,M,14902456,12.4,48.6,21.1,23.7,31.5,78.1,191.2,36.4,0.636213389121339,6.92970711297071
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,M,14651298,11.7,45.7,21.1,24.1,31.1,81.8,195.2,34.2,0.587996926229508,5.99200819672131
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,20328235,17.2,50.6,28.8,24.5,31.1,85.7,200.2,37,0.842817182817183,6.83816183816184
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,F,23507503,13.5,49.4,18.6,23.4,30.9,78.5,192.4,33.8,0.688331600831601,5.93783783783784
05/03/2016,0.00,LU4,Gardnerycteris crenulatum,M,31438197,13.5,50.1,22.3,20.6,33.25,79.7,192.4,35.2,0.688331600831601,6.43991683991684
05/03/2016,0.00,LU4,Sturnira lillium,M,23237505,20,43.18,0,12,28.22,62.74,148.8,30.2,1.31854838709677,6.12930107526882
05/03/2016,0.00,LU4,Sturnira lillium,M,34720202,8.5,42.9,0,13.5,27.74,58.08,137.6,30.2,0.605995639534884,6.6281976744186
05/03/2016,0.00,LU4,Sturnira lillium,M,35857511,17.8,40.16,0,15,24.14,59.6,141.8,29.6,1.23143864598025,6.17884344146686
05/03/2016,0.00,LU4,Sturnira lillium,F,43007217,16.6,39.2,0,13.5,25.2,55.66,127.6,28.2,1.27622257053292,6.23228840125392
05/03/2016,0.00,LU4,Sturnira lillium,F,44140462,16.3,41.48,0,12.5,26.9,57.54,143.8,28.8,1.11198191933241,5.76801112656467
05/03/2016,0.00,LU4,Sturnira lillium,M,25843182,18.1,43.1,0,12.3,27.1,54.3,144.4,28.6,1.22964681440443,5.66454293628809
05/03/2016,0.00,LU4,Sturnira lillium,M,NA,19.1,44.1,0,15.6,18.9,59.8,NA,NA,NA,NA
05/03/2016,0.00,LU4,Sturnira lillium,M,33144107,18.2,41.74,0,16.6,25.7,58,127.2,26.2,1.4036320754717,5.39654088050314
05/03/2016,0.00,LU4,Sturnira lillium,M,40057816,12,39.3,0,15.21,26.3,60.7,133.2,27.8,0.883783783783784,5.8021021021021
05/03/2016,0.00,LU4,Sturnira lillium,M,42234450,18.5,44,0,14.6,27.1,53.7,114,28.2,1.59197368421053,6.97578947368421
05/03/2016,0.00,LU4,Sturnira lillium,F,50557673,16.9,64.9,0,13.11,27.82,55,133.6,29.2,1.24093562874251,6.38203592814371
05/03/2016,0.00,LU4,Sturnira lillium,F,50204846,18.7,38.06,0,11.5,20.12,58.88,134.8,57.8,1.36088278931751,24.7836795252225
05/03/2016,0.00,LU4,Sturnira lillium,M,2034542,20.9,41.1,0,14.55,26.7,60.5,NA,NA,NA,NA
05/03/2016,0.00,LU4,Uroderma bilobatum,F,164020769,17.8,43.1,0,16.8,27.5,58.4,163.4,31.6,1.06865361077111,6.11113831089351
09/03/2016,0.00,LU2,Artibeus lituratus,M,233756494,60.2,72.08,0,21,43.62,90.58,413.2,52.2,1.42924007744434,6.5944820909971
09/03/2016,0.00,LU2,Artibeus planirostris,M,222834456,50.8,63.08,0,16,35.88,88,309.6,43.8,1.6096511627907,6.19651162790698
09/03/2016,0.00,LU2,Artibeus planirostris,F,225005228,49.2,63.7,0,18,85.62,85.62,314.4,43.8,1.53515267175573,6.10190839694656
09/03/2016,0.00,LU2,Artibeus planirostris,M,232020092,46.2,66.72,0,20.5,41.58,86.94,352.2,48.2,1.28683134582624,6.59636570130608
09/03/2016,0.00,LU2,Artibeus planirostris,M,232621011,42.6,64.5,0,16.5,40.6,75.08,281.8,44.4,1.48298793470547,6.99559971611072
09/03/2016,0.00,LU2,Artibeus planirostris,M,240854757,50.9,66.5,0,16.5,40.62,83.3,301.2,45.8,1.65779880478088,6.96427622841965
09/03/2016,0.00,LU2,Artibeus planirostris,M,243028118,46,64.8,0,18,37.86,76.94,279.8,43.2,1.61279485346676,6.6699070764832
09/03/2016,0.00,LU2,Artibeus planirostris,M,244354826,52.1,66.28,0,16,41.36,83.68,308.2,44.8,1.65834198572356,6.51213497728748
09/03/2016,0.00,LU2,Artibeus planirostris,M,245011968,42.2,66.04,0,17,36.02,77.62,330.8,47.8,1.25145707376058,6.90701330108827
09/03/2016,0.00,LU2,Carollia perspicillata,M,221957632,17,43.08,9.5,14,29.58,64.54,171.8,31.8,0.970721769499418,5.88614668218859
09/03/2016,0.00,LU2,Carollia perspicillata,M,224158706,15.1,40.38,8,15.5,29.18,65.48,142.02,29.2,1.04302915082383,6.00366145613294
09/03/2016,0.00,LU2,Carollia perspicillata,F,225732228,16.7,44.04,8.5,17.5,33.54,65.42,176.4,33,0.928724489795918,6.1734693877551
09/03/2016,0.00,LU2,Carollia perspicillata,F,230719027,16.9,42.9,8.5,17.5,31.38,68.3,160.8,31.2,1.03102611940298,6.05373134328358
09/03/2016,0.00,LU2,Carollia perspicillata,F,234629669,14.2,42.2,7,18,29.58,57.92,151.4,31.4,0.920092470277411,6.51228533685601
09/03/2016,0.00,LU2,Carollia perspicillata,F,235551483,13.1,42.8,8.5,16,29.16,64.2,150.4,29.2,0.854461436170213,5.66914893617021
09/03/2016,0.00,LU2,Carollia perspicillata,F,240210551,14.2,41.48,6.5,15.1,29.46,57.7,158.2,31,0.880543615676359,6.07458912768647
09/03/2016,0.00,LU2,Carollia perspicillata,F,241540356,17.7,43,7,16,30.38,66.38,169.4,31.4,1.02501180637544,5.82030696576151
09/03/2016,0.00,LU2,Carollia perspicillata,F,242526079,15.4,44.5,5,16,30.5,56.26,176.2,32.8,0.857400681044268,6.10578887627696
09/03/2016,0.00,LU2,Carollia perspicillata,F,243849926,18.9,42.96,6.5,15,28.06,64.58,167.2,31.8,1.10890550239234,6.04808612440191
09/03/2016,0.00,LU2,Carollia perspicillata,M,245719113,14.6,41.46,6.5,13.5,29.82,59.72,157.4,31.4,0.90994917407878,6.26404066073698
09/03/2016,0.00,LU2,Carollia perspicillata,F,10616881,13.9,41.1,7,15.5,28.72,60.16,142,30.6,0.960274647887324,6.59408450704225
09/03/2016,0.00,LU2,Carollia perspicillata,M,11416098,14.1,41.16,8.5,15.5,30.84,63.68,134,28.4,1.03224626865672,6.01910447761194
09/03/2016,0.00,LU2,Carollia perspicillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/03/2016,0.00,LU2,Carollia perspicillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/03/2016,0.00,LU2,Carollia perspicillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/03/2016,0.00,LU3,Artibeus lituratus,M,223340686,62.7,71.58,0,19.5,41.86,89.82,375.8,51,1.63674028738691,6.92123469930814
12/03/2016,0.00,LU3,Artibeus lituratus,M,240546305,64.4,70.08,0,20.5,40.24,91.68,345.8,47.6,1.82696356275304,6.55222672064777
12/03/2016,0.00,LU3,Artibeus lituratus,M,25001488,65.6,71.42,0,20,32.06,90.96,339.2,46.4,1.89721698113208,6.34716981132075
12/03/2016,0.00,LU3,Artibeus planirostris,M,215803512,50.1,68.62,0,18,42.76,83.28,322.8,47.6,1.52255576208178,7.01908302354399
12/03/2016,0.00,LU3,Artibeus planirostris,M,222520936,53.4,65.78,0,15.5,42.9,87.74,270.2,43.6,1.93876387860844,7.03538119911177
12/03/2016,0.00,LU3,Artibeus planirostris,M,NA,53.9,65.68,0,13,36.56,78.28,NA,NA,NA,NA
12/03/2016,0.00,LU3,Artibeus planirostris,M,242115619,51.7,66.1,0,18,40.1,86.44,295.2,43.4,1.71807926829268,6.38062330623306
12/03/2016,0.00,LU3,Carollia castanea,F,221708585,11.7,36.76,6.5,13.5,23.14,49.26,109,26.4,1.053,6.39412844036697
12/03/2016,0.00,LU3,Carollia castanea,F,230742847,11.5,36.4,7.5,13.5,24.96,54.72,112,25.8,1.00727678571429,5.94321428571429
12/03/2016,0.00,LU3,Carollia castanea,M,12300523,13,37.16,5.5,10.5,25.44,55.84,120.4,28.2,1.05921926910299,6.60498338870432
12/03/2016,0.00,LU3,Carollia perspicillata,F,220725477,19.3,42.72,7,16,30.98,64.62,146.4,30.6,1.29325819672131,6.39590163934426
12/03/2016,0.00,LU3,Carollia perspicillata,F,NA,17,41.44,9,14.3,30.36,68.24,NA,NA,NA,NA
12/03/2016,0.00,LU3,Carollia perspicillata,F,235906012,18.6,42,10.5,14.5,28.12,67.6,155,29.8,1.1772,5.72929032258065
12/03/2016,0.00,LU3,Carollia perspicillata,F,244537583,18,43.06,10.5,19,31.8,70.56,169.8,33.6,1.03992932862191,6.64876325088339
12/03/2016,0.00,LU3,Carollia perspicillata,M,245910568,17.9,40.18,7,15,28.36,61.72,145.2,28.4,1.20935950413223,5.55482093663912
12/03/2016,0.00,LU3,Carollia perspicillata,NA,11056337,14.4,41.02,8.5,11,28.88,NA,151.8,30,0.930592885375494,5.92885375494071
12/03/2016,0.00,LU3,Carollia perspicillata,M,13247204,16.2,42.46,9,11.5,30.66,64.26,146.6,28.4,1.08405184174625,5.50177353342428
12/03/2016,0.00,LU3,Carollia perspicillata,F,14350837,19.9,41.2,6,15.5,27.9,64.16,162.4,31.2,1.20208743842365,5.99408866995074
12/03/2016,0.00,LU3,Carollia perspicillata,M,15126352,14.9,43.24,7.5,16,30.3,63.5,164.1,32.6,0.89073126142596,6.47629494210847
12/03/2016,0.00,LU3,Carollia perspicillata,F,15922512,15.6,44.58,8.5,16.5,29.74,62.9,169.8,32.8,0.901272084805654,6.3359246171967
12/03/2016,0.00,LU3,Carollia perspicillata,F,23455022,18.1,43.5,10.5,16.5,28.04,72.78,174.6,33,1.0169587628866,6.23711340206186
12/03/2016,0.00,LU3,Carollia perspicillata,F,30342919,18.5,45.76,9,15.5,31.28,54.95,163.6,31.8,1.10932151589242,6.18117359413203
12/03/2016,0.00,LU3,Desmodus rotundus,M,95458287,35.7,57.18,0,16.6,42.7,70.04,169.4,32.4,2.06739669421488,6.19693034238489
12/03/2016,0.00,LU3,Desmodus rotundus,F,114815095,45.1,63.51,0,17.7,42.66,74.8,216.2,38,2.04639685476411,6.67900092506938
12/03/2016,0.00,LU3,Desmodus rotundus,F,115030748,34.7,60.66,0,13.61,41.46,70.41,202.2,38.2,1.68351632047478,7.21681503461919
12/03/2016,0.00,LU3,Desmodus rotundus,M,115430893,29.6,56.46,0,14.62,38.38,64.59,172.4,36.4,1.68431554524362,7.68538283062645
12/03/2016,0.00,LU3,Desmodus rotundus,M,115649351,28.8,56.84,0,17.74,40.31,66.02,190.2,36.8,1.48542586750789,7.12008412197687
12/03/2016,0.00,LU3,Desmodus rotundus,F,115938936,41.2,62.49,0,15.13,42.41,74.54,197.8,38,2.04333670374115,7.30030333670374
12/03/2016,0.00,LU3,Desmodus rotundus,M,120225870,29.03,58.14,0,16.05,40.03,62.05,176.18,34.12,1.61643943693949,6.6078692246566
12/03/2016,0.00,LU3,Desmodus rotundus,M,120426059,34.6,59.69,0,17.5,40.56,69.13,209.64,38.9,1.61908986834574,7.21813585193665
12/03/2016,0.00,LU3,Desmodus rotundus,M,120635128,31.4,55.57,0,15.58,39.02,57.99,177.82,36.52,1.73227983353953,7.50033966932854
12/03/2016,0.00,LU3,Gardnerycteris crenulatum,M,224156717,13.9,47.9,17,17.5,31.94,57.4,171.6,34.4,0.794632867132867,6.8960372960373
12/03/2016,0.00,LU3,Mesophylla macconnelli,M,233544894,7,31.35,0,12.5,20.44,50.2,88.4,23.2,0.776809954751131,6.08868778280543
12/03/2016,0.00,LU3,Platirrinus sp2.,M,20928652,15.5,42.94,0,13.5,23.08,61.78,153,30.8,0.993823529411765,6.2002614379085
12/03/2016,0.00,LU3,Tonatia saurophila,M,225759012,25.6,60.34,16.5,22,41.1,87.7,289.8,41.2,0.866583850931677,5.85728088336784
12/03/2016,0.00,LU3,Uroderma bilobatum,M,224844215,15.5,43.7,0,14.5,27.12,61.58,140.6,31,1.08147226173542,6.83499288762447
